key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,networkKeys,installationKey,hostingOrganizationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,basisOfRecord,individualCount,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,dateIdentified,coordinateUncertaintyInMeters,elevation,continent,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,organismQuantityType,isInCluster,datasetID,datasetName,recordedBy,identifiedBy,preparations,samplingProtocol,geodeticDatum,class,countryCode,country,recordNumber,eventID,identifier,county,locality,fieldNumber,gbifID,collectionCode,occurrenceID,catalogNumber,institutionCode,locationID,accessRights,collectionID,institutionKey,name,dynamicProperties,associatedReferences,municipality,identificationVerificationStatus,fieldNotes,identificationRemarks,eventTime,references,rightsHolder,http...unknown.org.nick,verbatimEventDate,verbatimLocality,taxonID,http...unknown.org.captive,identificationID,footprintWKT,habitat,http...unknown.org.language,occurrenceRemarks,elevationAccuracy,otherCatalogNumbers,collectionKey,institutionID,georeferenceRemarks,verbatimIdentification,lifeStage,vernacularName,higherClassification,infraspecificEpithet,reproductiveCondition,eventRemarks,identificationQualifier,projectId
1042418999,Eurhynchium striatum (Schreb. ex Hedw.) Schimp.,63.4454,10.4235,"cdc,incomis,inmafu",6728c42d-c4b6-4fda-a211-5ad1bb59cda4,a8144f37-5ff7-4137-9400-94b5b2ea4ec4,17abcf75-2f1e-46dd-bf75-a5b21dd02655,c4e83f8a-f24c-4573-a197-f085ca242917,64795dcb-ad74-41b3-95e5-cc52ba754776,NO,EML,2023-11-20T12:04:02.967+00:00,2023-11-20T12:10:11.030+00:00,2458,PRESERVED_SPECIMEN,,PRESENT,2680247,6,35,327,617,4651,2673063,2680247,2680247,Eurhynchium striatum (Schreb. ex Hedw.) Schimp.,Plantae,Bryophyta,Hypnales,Brachytheciaceae,Eurhynchium,Eurhynchium striatum,Eurhynchium,striatum,SPECIES,ACCEPTED,NE,1942-01-01T00:00:00,1414,,EUROPE,Trøndelag,1888,5,12,1888-05-12T00:00:00,2017-01-15T00:00:00.000+00:00,2023-11-20T12:10:11.030+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,FALSE,,,Ingebrigt Hagen,Per Størmer,,,WGS84,Bryopsida,NO,Norway,,,urn:catalog:TRH:B:142420/1,Trondheim,"Ladehammeren, Strinden pr. Trondhjem.",,1042418999,B,urn:catalog:TRH:B:142420/1,142420/1,TRH,,,,a7989e09-c585-449d-b2a8-f4efd00712c4,Eurhynchium striatum (Schreb. ex Hedw.) Schimp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042428131,Pseudoleskeella tectorum (Funck ex Brid.) Kindb. ex Broth.,63.4454,10.4235,"cdc,incomis,inmafu",6728c42d-c4b6-4fda-a211-5ad1bb59cda4,a8144f37-5ff7-4137-9400-94b5b2ea4ec4,17abcf75-2f1e-46dd-bf75-a5b21dd02655,c4e83f8a-f24c-4573-a197-f085ca242917,64795dcb-ad74-41b3-95e5-cc52ba754776,NO,EML,2023-11-20T12:04:02.967+00:00,2023-11-20T12:10:02.528+00:00,2458,PRESERVED_SPECIMEN,,PRESENT,2681345,6,35,327,617,10760369,2681344,2681345,2681345,Pseudoleskeella tectorum (Funck ex Brid.) Kindb. ex Broth.,Plantae,Bryophyta,Hypnales,Pseudoleskeellaceae,Pseudoleskeella,Pseudoleskeella tectorum,Pseudoleskeella,tectorum,SPECIES,ACCEPTED,NE,1895-04-18T00:00:00,1414,,EUROPE,Trøndelag,1895,4,18,1895-04-18T00:00:00,2017-01-15T00:00:00.000+00:00,2023-11-20T12:10:02.528+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,FALSE,,,Ingebrigt Hagen,Ingebrigt Hagen,,,WGS84,Bryopsida,NO,Norway,,,urn:catalog:TRH:B:28267/1,Trondheim,"Trondhjem, Ladehammerens vestside",,1042428131,B,urn:catalog:TRH:B:28267/1,28267/1,TRH,,,,a7989e09-c585-449d-b2a8-f4efd00712c4,Pseudoleskeella tectorum (Funck ex Brid.) Kindb. ex Broth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042446246,Platydictya jungermannioides (Brid.) H.A.Crum,63.4454,10.4235,"cdc,incomis,inmafu",6728c42d-c4b6-4fda-a211-5ad1bb59cda4,a8144f37-5ff7-4137-9400-94b5b2ea4ec4,17abcf75-2f1e-46dd-bf75-a5b21dd02655,c4e83f8a-f24c-4573-a197-f085ca242917,64795dcb-ad74-41b3-95e5-cc52ba754776,NO,EML,2023-11-20T12:04:02.967+00:00,2023-11-20T12:10:02.764+00:00,2458,PRESERVED_SPECIMEN,,PRESENT,2681665,6,35,327,617,8752,2681664,2681665,2681665,Platydictya jungermannioides (Brid.) H.A.Crum,Plantae,Bryophyta,Hypnales,Plagiotheciaceae,Platydictya,Platydictya jungermannioides,Platydictya,jungermannioides,SPECIES,ACCEPTED,NE,1895-08-23T00:00:00,1414,,EUROPE,Trøndelag,1895,8,23,1895-08-23T00:00:00,2017-01-15T00:00:00.000+00:00,2023-11-20T12:10:02.764+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,FALSE,,,Ingebrigt Hagen,Ingebrigt Hagen,,,WGS84,Bryopsida,NO,Norway,,,urn:catalog:TRH:B:25831/1,Trondheim,"Strinden, Ladehammeren",,1042446246,B,urn:catalog:TRH:B:25831/1,25831/1,TRH,,,,a7989e09-c585-449d-b2a8-f4efd00712c4,Platydictya jungermannioides (Brid.) H.A.Crum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042429898,Pterigynandrum filiforme Hedw.,63.4454,10.4235,"cdc,incomis,inmafu",6728c42d-c4b6-4fda-a211-5ad1bb59cda4,a8144f37-5ff7-4137-9400-94b5b2ea4ec4,17abcf75-2f1e-46dd-bf75-a5b21dd02655,c4e83f8a-f24c-4573-a197-f085ca242917,64795dcb-ad74-41b3-95e5-cc52ba754776,NO,EML,2023-11-20T12:04:02.967+00:00,2023-11-20T12:10:02.506+00:00,2458,PRESERVED_SPECIMEN,,PRESENT,2681749,6,35,327,617,4655,2681747,2681749,2681749,Pterigynandrum filiforme Hedw.,Plantae,Bryophyta,Hypnales,Pterigynandraceae,Pterigynandrum,Pterigynandrum filiforme,Pterigynandrum,filiforme,SPECIES,ACCEPTED,NE,1888-05-04T00:00:00,1414,,EUROPE,Trøndelag,1888,5,4,1888-05-04T00:00:00,2017-01-15T00:00:00.000+00:00,2023-11-20T12:10:02.506+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,FALSE,,,Ingebrigt Hagen,Ingebrigt Hagen,,,WGS84,Bryopsida,NO,Norway,,,urn:catalog:TRH:B:27998/1,Trondheim,"Strinden, Ladehammeren",,1042429898,B,urn:catalog:TRH:B:27998/1,27998/1,TRH,,,,a7989e09-c585-449d-b2a8-f4efd00712c4,Pterigynandrum filiforme Hedw.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042423708,Hypnum cupressiforme Hedw.,63.4454,10.4235,"cdc,incomis,inmafu",6728c42d-c4b6-4fda-a211-5ad1bb59cda4,a8144f37-5ff7-4137-9400-94b5b2ea4ec4,17abcf75-2f1e-46dd-bf75-a5b21dd02655,c4e83f8a-f24c-4573-a197-f085ca242917,64795dcb-ad74-41b3-95e5-cc52ba754776,NO,EML,2023-11-20T12:04:02.967+00:00,2023-11-20T12:10:03.806+00:00,2458,PRESERVED_SPECIMEN,,PRESENT,2681972,6,35,327,617,8751,2673041,2681972,2681972,Hypnum cupressiforme Hedw.,Plantae,Bryophyta,Hypnales,Hypnaceae,Hypnum,Hypnum cupressiforme,Hypnum,cupressiforme,SPECIES,ACCEPTED,NE,1988-01-01T00:00:00,1414,,EUROPE,Trøndelag,1895,5,13,1895-05-13T00:00:00,2017-01-15T00:00:00.000+00:00,2023-11-20T12:10:03.806+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,FALSE,,,Ingebrigt Hagen,Lars Hedenäs,,,WGS84,Bryopsida,NO,Norway,,,urn:catalog:TRH:B:34122/2,Trondheim,"T.hjem, Ladehammerens nordvestside",,1042423708,B,urn:catalog:TRH:B:34122/2,34122/2,TRH,,,,a7989e09-c585-449d-b2a8-f4efd00712c4,Hypnum cupressiforme Hedw.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042337099,Ctenidium molluscum (Hedw.) Mitt.,63.4443,10.4262,"cdc,incomis,inmafu",6728c42d-c4b6-4fda-a211-5ad1bb59cda4,a8144f37-5ff7-4137-9400-94b5b2ea4ec4,17abcf75-2f1e-46dd-bf75-a5b21dd02655,c4e83f8a-f24c-4573-a197-f085ca242917,64795dcb-ad74-41b3-95e5-cc52ba754776,NO,EML,2023-11-20T12:04:02.967+00:00,2023-11-20T12:10:15.946+00:00,2458,PRESERVED_SPECIMEN,,PRESENT,2682534,6,35,327,617,6347,2673308,2682534,2682534,Ctenidium molluscum (Hedw.) Mitt.,Plantae,Bryophyta,Hypnales,Myuriaceae,Ctenidium,Ctenidium molluscum,Ctenidium,molluscum,SPECIES,ACCEPTED,NE,2010-02-09T00:00:00,1,16,EUROPE,Trøndelag,2009,6,5,2009-06-05T00:00:00,2017-01-15T00:00:00.000+00:00,2023-11-20T12:10:15.946+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,FALSE,,,Kristian Hassel,Kristian Hassel,,,WGS84,Bryopsida,NO,Norway,,,urn:catalog:TRH:B:692196/1,Trondheim,Ladehammeren sør,,1042337099,B,urn:catalog:TRH:B:692196/1,692196/1,TRH,,,,a7989e09-c585-449d-b2a8-f4efd00712c4,Ctenidium molluscum (Hedw.) Mitt.,,,,,,,,,,,,,,,,,V-vendt bergvegg/sva,,,0,,,,,,,,,,,,,
1042398418,Conocephalum conicum (L.) Dumort.,63.4454,10.4235,"cdc,incomis,inmafu",6728c42d-c4b6-4fda-a211-5ad1bb59cda4,a8144f37-5ff7-4137-9400-94b5b2ea4ec4,17abcf75-2f1e-46dd-bf75-a5b21dd02655,c4e83f8a-f24c-4573-a197-f085ca242917,64795dcb-ad74-41b3-95e5-cc52ba754776,NO,EML,2023-11-20T12:04:02.967+00:00,2023-11-20T12:10:08.052+00:00,2458,PRESERVED_SPECIMEN,,PRESENT,2688562,6,9,125,376,6114,7561765,2688562,2688562,Conocephalum conicum (L.) Dumort.,Plantae,Marchantiophyta,Marchantiales,Conocephalaceae,Conocephalum,Conocephalum conicum,Conocephalum,conicum,SPECIES,ACCEPTED,NE,,1414,,EUROPE,Trøndelag,1888,5,31,1888-05-31T00:00:00,2017-01-15T00:00:00.000+00:00,2023-11-20T12:10:08.052+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,FALSE,,,Ingebrigt Hagen,Eugen Jørgensen,,,WGS84,Marchantiopsida,NO,Norway,,,urn:catalog:TRH:B:62214/1,Trondheim,Ladehammeren i Strinden,,1042398418,B,urn:catalog:TRH:B:62214/1,62214/1,TRH,,,,a7989e09-c585-449d-b2a8-f4efd00712c4,Conocephalum conicum (L.) Dumort.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4018165403,Luzula pilosa (L.) Willd.,63.445275,10.422191,"cdc,cdround",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2023-11-21T21:15:02.529+00:00,2023-11-22T05:21:22.480+00:00,412,HUMAN_OBSERVATION,,PRESENT,2700736,6,7707728,196,1369,5353,2700604,2700736,2700736,Luzula pilosa (L.) Willd.,Plantae,Tracheophyta,Poales,Juncaceae,Luzula,Luzula pilosa,Luzula,pilosa,SPECIES,ACCEPTED,NE,2021-05-02T12:41:46,8,,EUROPE,Sør-Trøndelag,2021,5,2,2021-05-02T14:40:53,2023-07-08T03:54:24.000+00:00,2023-11-22T05:21:22.480+00:00,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,FALSE,,iNaturalist research-grade observations,John Magne Grindeland,John Magne Grindeland,,,WGS84,Liliopsida,NO,Norway,,,76510444,,,,4018165403,Observations,https://www.inaturalist.org/observations/76510444,76510444,iNaturalist,,,,,Luzula pilosa (L.) Willd.,,,,,,,14:40:53+02:00,https://www.inaturalist.org/observations/76510444,John Magne Grindeland,jmgrinde,2021-05-02 14:40:53,SV for Ladejarlen vgs,69613,wild,170259684,,,,,,,,,,,,,,,,,,
1701765055,Luzula multiflora subsp. multiflora,63.4452,10.4218,"cdc,gass84,incomis,inmafu",d29d79fd-2dc4-4ef5-89b8-cdf66994de0d,a8144f37-5ff7-4137-9400-94b5b2ea4ec4,17abcf75-2f1e-46dd-bf75-a5b21dd02655,c4e83f8a-f24c-4573-a197-f085ca242917,64795dcb-ad74-41b3-95e5-cc52ba754776,NO,EML,2023-11-20T12:04:39.895+00:00,2023-11-20T12:10:48.086+00:00,2386,PRESERVED_SPECIMEN,,PRESENT,7258850,6,7707728,196,1369,5353,2700604,2700934,7258850,Luzula multiflora subsp. multiflora,Plantae,Tracheophyta,Poales,Juncaceae,Luzula,Luzula multiflora,Luzula,multiflora,SUBSPECIES,ACCEPTED,,2008-07-10T00:00:00,7,20,EUROPE,Trøndelag,2008,7,10,2008-07-10T00:00:00,2017-01-15T00:00:00.000+00:00,2023-11-20T12:10:48.086+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,FALSE,,,Eli Fremstad,Eli Fremstad,,,WGS84,Liliopsida,NO,Norway,,,urn:catalog:TRH:V:47955,Trondheim,"Ladehammeren, SV-skråningen",,1701765055,V,urn:catalog:TRH:V:47955,47955,TRH,,,,a7989e09-c585-449d-b2a8-f4efd00712c4,Luzula multiflora subsp. multiflora,,,,,,,,,,,,,,,,,Tørr eng,,,,,,,,,,,,multiflora,,,,
2416813582,Poa alpina L.,63.445268,10.421868,"cdc,cdround,gass84",b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,,7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,NO,EML,2023-11-21T14:55:11.920+00:00,2023-11-21T16:55:51.112+00:00,303,HUMAN_OBSERVATION,,PRESENT,2704234,6,7707728,196,1369,3073,2704173,2704234,2704234,Poa alpina L.,Plantae,Tracheophyta,Poales,Poaceae,Poa,Poa alpina,Poa,alpina,SPECIES,ACCEPTED,NE,,5,,EUROPE,Trøndelag,2010,6,3,2010-06-03T00:00:00,2013-06-20T16:55:00.000+00:00,2023-11-21T16:55:51.112+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,FALSE,,,Heiko Liebel,,,,WGS84,Liliopsida,NO,Norway,,,urn:uuid:01d2c556-b6b1-4b64-acf6-9a837f0da903,Trøndelag,"Ladehammeren/Ormen Langes vei, Trondheim, Tø",,2416813582,so2-vascular,urn:uuid:01d2c556-b6b1-4b64-acf6-9a837f0da903,11592754,nbf,82608,,,,Poa alpina L.,,https://www.artsobservasjoner.no/Sighting/11592754,Trondheim,,,,,,,,,,,,,,,,,,NBF/SO-Plants/1616040,,,,,,,,,,,,
1701284798,Poa compressa L.,63.4449,10.4234,"cdc,gass84,incomis,inmafu",d29d79fd-2dc4-4ef5-89b8-cdf66994de0d,a8144f37-5ff7-4137-9400-94b5b2ea4ec4,17abcf75-2f1e-46dd-bf75-a5b21dd02655,c4e83f8a-f24c-4573-a197-f085ca242917,64795dcb-ad74-41b3-95e5-cc52ba754776,NO,EML,2023-11-20T12:04:39.895+00:00,2023-11-20T12:10:48.017+00:00,2386,PRESERVED_SPECIMEN,,PRESENT,2704265,6,7707728,196,1369,3073,2704173,2704265,2704265,Poa compressa L.,Plantae,Tracheophyta,Poales,Poaceae,Poa,Poa compressa,Poa,compressa,SPECIES,ACCEPTED,NE,2008-07-10T00:00:00,7,19,EUROPE,Trøndelag,2008,7,10,2008-07-10T00:00:00,2017-01-15T00:00:00.000+00:00,2023-11-20T12:10:48.017+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,FALSE,,,Eli Fremstad,Eli Fremstad,,,WGS84,Liliopsida,NO,Norway,,,urn:catalog:TRH:V:47968,Trondheim,"Ladehammeren, nedenfor Ladejarlen v.g. skole",,1701284798,V,urn:catalog:TRH:V:47968,47968,TRH,,,,a7989e09-c585-449d-b2a8-f4efd00712c4,Poa compressa L.,,,,,,,,,,,,,,,,,Tørr bakke,,,,,,,,,,,,,,,,
2981630416,Dactylis glomerata L.,63.44469,10.422649,"cdc,cdround,gass84",b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,,7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,NO,EML,2023-11-21T14:55:11.920+00:00,2023-11-21T16:54:48.903+00:00,303,HUMAN_OBSERVATION,,PRESENT,2705308,6,7707728,196,1369,3073,2705307,2705308,2705308,Dactylis glomerata L.,Plantae,Tracheophyta,Poales,Poaceae,Dactylis,Dactylis glomerata,Dactylis,glomerata,SPECIES,ACCEPTED,NE,,5,,EUROPE,Trøndelag,2020,7,27,2020-07-27T00:00:00,2022-11-05T10:37:00.000+00:00,2023-11-21T16:54:48.903+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,FALSE,2037,Miljodir_naturtypekartlegging_2020,Anders Gunnar Helle,,,,WGS84,Liliopsida,NO,Norway,,,urn:uuid:d6dd5be6-cc3f-4eaa-a55d-05ab01a0daae,Trøndelag,"Ladehammaren S18, Trondheim, Tø",,2981630416,so2-vascular,urn:uuid:d6dd5be6-cc3f-4eaa-a55d-05ab01a0daae,25547025,nbf,1542514,,,,Dactylis glomerata L.,"{""versionNiN"":""2.1b"",""habitatNiN"":""NA T2 Åpen grunnlendt mark"",""habitatRemark"":""NA T2-C-8 åpen sterkt kalkrik grunnlendt lavmark"",""Biotop"":""NA T2 Åpen grunnlendt mark"",""Biotopbeskrivelse"":""NA T2-C-8 åpen sterkt kalkrik grunnlendt lavmark""}",https://www.artsobservasjoner.no/Sighting/25547025,Trondheim,,,,,,,,,,,,,,NA T2 Åpen grunnlendt mark NA T2-C-8 åpen sterkt kalkrik grunnlendt lavmark,,,,,,,,,,,,,,,,
1701230376,Carex flacca Schreb.,63.4453,10.4216,"cdc,gass84,incomis,inmafu",d29d79fd-2dc4-4ef5-89b8-cdf66994de0d,a8144f37-5ff7-4137-9400-94b5b2ea4ec4,17abcf75-2f1e-46dd-bf75-a5b21dd02655,c4e83f8a-f24c-4573-a197-f085ca242917,64795dcb-ad74-41b3-95e5-cc52ba754776,NO,EML,2023-11-20T12:04:39.895+00:00,2023-11-20T12:10:48.309+00:00,2386,PRESERVED_SPECIMEN,,PRESENT,2727938,6,7707728,196,1369,7708,2721893,2727938,2727938,Carex flacca Schreb.,Plantae,Tracheophyta,Poales,Cyperaceae,Carex,Carex flacca,Carex,flacca,SPECIES,ACCEPTED,NE,2008-07-10T00:00:00,7,12,EUROPE,Trøndelag,2008,7,10,2008-07-10T00:00:00,2017-01-15T00:00:00.000+00:00,2023-11-20T12:10:48.309+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,FALSE,,,Eli Fremstad,Eli Fremstad,,,WGS84,Liliopsida,NO,Norway,,,urn:catalog:TRH:V:47550,Trondheim,"Ladehammeren, SV-skråningen",,1701230376,V,urn:catalog:TRH:V:47550,47550,TRH,,,,a7989e09-c585-449d-b2a8-f4efd00712c4,Carex flacca Schreb.,,,,,,,,,,,,,,,,,Tørr eng,,,,,,,,,,,,,,,,
2981420386,Linum catharticum L.,63.445212,10.421715,"cdc,cdround,gass84",b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,,7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,NO,EML,2023-11-21T14:55:11.920+00:00,2023-11-21T16:54:28.101+00:00,303,HUMAN_OBSERVATION,,PRESENT,2873865,6,7707728,220,1414,2493,2873855,2873865,2873865,Linum catharticum L.,Plantae,Tracheophyta,Malpighiales,Linaceae,Linum,Linum catharticum,Linum,catharticum,SPECIES,ACCEPTED,NE,,10,,EUROPE,Trøndelag,2020,7,27,2020-07-27T00:00:00,2022-11-06T10:23:00.000+00:00,2023-11-21T16:54:28.101+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,FALSE,2037,Miljodir_naturtypekartlegging_2020,Anders Gunnar Helle,,,,WGS84,Magnoliopsida,NO,Norway,,,urn:uuid:741d8177-e173-47eb-9edc-9145e1b65911,Trøndelag,"Ladehammaren V3, Trondheim, Tø",,2981420386,so2-vascular,urn:uuid:741d8177-e173-47eb-9edc-9145e1b65911,25547104,nbf,1542487,,,,Linum catharticum L.,"{""versionNiN"":""2.1b"",""habitatNiN"":""NA T32 Semi-naturlig eng"",""habitatRemark"":""NA T32-C-15 svakt kalkrik tørreng med mindre hevdpreg"",""Biotop"":""NA T32 Semi-naturlig eng"",""Biotopbeskrivelse"":""NA T32-C-15 svakt kalkrik tørreng med mindre hevdpreg""}",https://www.artsobservasjoner.no/Sighting/25547104,Trondheim,,,,,,,,,,,,,,NA T32 Semi-naturlig eng NA T32-C-15 svakt kalkrik tørreng med mindre hevdpreg,,,,,,,,,,,,,,,,
3303504586,Vaccinium vitis-idaea L.,63.445236,10.421859,"cdc,cdround,gass84",b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,,7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,NO,EML,2023-11-21T14:55:11.920+00:00,2023-11-21T16:56:29.220+00:00,303,HUMAN_OBSERVATION,,PRESENT,2882835,6,7707728,220,1353,2505,2882813,2882835,2882835,Vaccinium vitis-idaea L.,Plantae,Tracheophyta,Ericales,Ericaceae,Vaccinium,Vaccinium vitis-idaea,Vaccinium,vitis-idaea,SPECIES,ACCEPTED,LC,,23,,EUROPE,Trøndelag,2021,5,24,2021-05-24T00:00:00,2021-05-25T00:18:17.000+00:00,2023-11-21T16:56:29.220+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,FALSE,,,Andreas Winnem,,,,WGS84,Magnoliopsida,NO,Norway,,,urn:uuid:d030612b-ce27-4fa7-9a92-186c796f854e,Trøndelag,"Ladehammeren, skråning ved klatrehall, Trondheim, Tø",,3303504586,so2-vascular,urn:uuid:d030612b-ce27-4fa7-9a92-186c796f854e,26824017,nbf,1647484,,,,Vaccinium vitis-idaea L.,,https://www.artsobservasjoner.no/Sighting/26824017,Trondheim,,,,,,,,,,,,,"POLYGON ((271772 7043362, 271803 7043373, 271810 7043359, 271774 7043346, 271772 7043362))",,,,,,,,,,,,,,,,,
2981631307,Succisa pratensis Moench,63.445212,10.421715,"cdc,cdround,gass84",b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,,7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,NO,EML,2023-11-21T14:55:11.920+00:00,2023-11-21T16:52:57.525+00:00,303,HUMAN_OBSERVATION,,PRESENT,2888811,6,7707728,220,946,6710,2888810,2888811,2888811,Succisa pratensis Moench,Plantae,Tracheophyta,Dipsacales,Caprifoliaceae,Succisa,Succisa pratensis,Succisa,pratensis,SPECIES,ACCEPTED,NE,,10,,EUROPE,Trøndelag,2020,7,27,2020-07-27T00:00:00,2022-11-06T10:23:00.000+00:00,2023-11-21T16:52:57.525+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,FALSE,2037,Miljodir_naturtypekartlegging_2020,Anders Gunnar Helle,,,,WGS84,Magnoliopsida,NO,Norway,,,urn:uuid:21bca0b8-e2bf-43f1-8383-a0277179b8a8,Trøndelag,"Ladehammaren V3, Trondheim, Tø",,2981631307,so2-vascular,urn:uuid:21bca0b8-e2bf-43f1-8383-a0277179b8a8,25547119,nbf,1542487,,,,Succisa pratensis Moench,"{""versionNiN"":""2.1b"",""habitatNiN"":""NA T32 Semi-naturlig eng"",""habitatRemark"":""NA T32-C-15 svakt kalkrik tørreng med mindre hevdpreg"",""Biotop"":""NA T32 Semi-naturlig eng"",""Biotopbeskrivelse"":""NA T32-C-15 svakt kalkrik tørreng med mindre hevdpreg""}",https://www.artsobservasjoner.no/Sighting/25547119,Trondheim,,,,,,,,,,,,,,NA T32 Semi-naturlig eng NA T32-C-15 svakt kalkrik tørreng med mindre hevdpreg,,,,,,,,,,,,,,,,
2401244526,Convolvulus arvensis L.,63.444353,10.424949,"cdc,cdround,gass84",b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,,7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,NO,EML,2023-11-21T14:55:11.920+00:00,2023-11-21T16:53:10.410+00:00,303,HUMAN_OBSERVATION,,PRESENT,2928390,6,7707728,220,1176,2389,2928386,2928390,2928390,Convolvulus arvensis L.,Plantae,Tracheophyta,Solanales,Convolvulaceae,Convolvulus,Convolvulus arvensis,Convolvulus,arvensis,SPECIES,ACCEPTED,NE,,10,,EUROPE,Trøndelag,2007,7,30,2007-07-30T00:00:00,2019-09-02T07:59:00.000+00:00,2023-11-21T16:53:10.410+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,FALSE,,,Einar Værnes,,,,WGS84,Magnoliopsida,NO,Norway,,,urn:uuid:3b435d76-ec4c-4289-8853-1d9e4e8fbb60,Trøndelag,"Ladehammeren, Trondheim, Trondheim, Tø",,2401244526,so2-vascular,urn:uuid:3b435d76-ec4c-4289-8853-1d9e4e8fbb60,12295075,nbf,22698,,,,Convolvulus arvensis L.,"{""habitatRemark"":""Skogkant"",""Biotopbeskrivelse"":""Skogkant""}",https://www.artsobservasjoner.no/Sighting/12295075,Trondheim,,,,,,,,,,,,,,Skogkant,,,,NBF/SO-Plants/1250538,,,,,,,,,,,,
2406549660,Vicia sepium L.,63.445276,10.42185,"cdc,cdround,gass84",b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,,7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,NO,EML,2023-11-21T14:55:11.920+00:00,2023-11-21T16:58:28.336+00:00,303,HUMAN_OBSERVATION,,PRESENT,2974786,6,7707728,220,1370,5386,2974751,2974786,2974786,Vicia sepium L.,Plantae,Tracheophyta,Fabales,Fabaceae,Vicia,Vicia sepium,Vicia,sepium,SPECIES,ACCEPTED,LC,,25,,EUROPE,Trøndelag,2012,6,22,2012-06-22T00:00:00,2013-06-20T16:55:00.000+00:00,2023-11-21T16:58:28.336+00:00,http://creativecommons.org/licenses/by/4.0/legalcode,,FALSE,,,Trond Kristoffersen,,,,WGS84,Magnoliopsida,NO,Norway,,,urn:uuid:29ca554f-14fa-4f7e-9e47-47dd509ea071,Trøndelag,"Ladehammeren - vest (2) - 20 moh, Trondheim, Tø",,2406549660,so2-vascular,urn:uuid:29ca554f-14fa-4f7e-9e47-47dd509ea071,11810434,nbf,181268,,,,Vicia sepium L.,,https://www.artsobservasjoner.no/Sighting/11810434,Trondheim,,Berg .,,,,,,,,,,,,,,,,NBF/SO-Plants/1988224,,,,,,,,,,,,
